City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
384,Coro,VE,2022-03-19 03:35:13,11.4045,-69.6734,75.52,85,13,15.82
385,Clyde River,CA,2022-03-19 03:35:13,70.4692,-68.5914,-25.37,68,0,3.44
386,Pueblo Nuevo,MX,2022-03-19 03:35:15,23.3833,-105.3833,47.05,34,1,6.02
387,Airai,TL,2022-03-19 03:35:16,-8.9266,125.4092,72.25,75,71,0.89
388,Caxito,AO,2022-03-19 03:35:17,-8.5785,13.6643,70.68,97,97,3.47
389,Laredo,US,2022-03-19 03:35:18,27.5064,-99.5075,66.49,30,0,3.44
390,Santiago De Cuba,CU,2022-03-19 03:35:18,20.0247,-75.8219,75.31,83,20,4.61
391,Barentu,ER,2022-03-19 03:35:19,15.1139,37.5928,67.93,56,65,3.33
392,Klaksvik,FO,2022-03-19 03:35:20,62.2266,-6.589,49.12,79,100,39.3
393,Palera,IN,2022-03-19 03:35:21,25.0167,79.2333,90.7,18,15,3.6
394,Harnosand,SE,2022-03-19 03:35:22,62.6323,17.9379,32.0,78,10,12.01
395,Havre-Saint-Pierre,CA,2022-03-19 03:35:22,50.2334,-63.5986,30.2,54,0,10.36
396,Karimnagar,IN,2022-03-19 03:35:23,18.4333,79.15,86.02,45,25,13.24
397,Lazaro Cardenas,MX,2022-03-19 03:35:24,17.9583,-102.2,72.14,71,0,3.15
398,Touros,BR,2022-03-19 03:35:25,-5.1989,-35.4608,78.21,81,87,6.64
399,Baoshan,CN,2022-03-19 03:35:25,46.5586,131.4244,20.12,78,100,7.7
400,Qianan,CN,2022-03-19 03:35:26,44.9932,124.0581,29.23,48,2,10.31
401,Lamar,US,2022-03-19 03:35:27,33.6668,-95.5836,48.36,66,0,4.61
402,Japura,ID,2022-03-19 03:35:28,-0.3167,102.35,89.37,59,96,3.87
403,Jinxiang,CN,2022-03-19 03:35:29,27.4327,120.6062,60.58,79,79,6.87
404,Antalaha,MG,2022-03-19 03:35:30,-14.9003,50.2788,78.26,87,100,2.71
405,Manoel Urbano,BR,2022-03-19 03:35:30,-8.8389,-69.2597,73.81,93,100,2.44
406,Plouzane,FR,2022-03-19 03:35:31,48.3833,-4.6167,48.25,53,0,17.27
407,Verkhnevilyuysk,RU,2022-03-19 03:35:32,63.4453,120.3167,14.13,79,80,9.22
408,Palembang,ID,2022-03-19 03:35:34,-2.9167,104.7458,86.09,70,40,5.75
409,Maraa,BR,2022-03-19 03:35:35,-1.8333,-65.3667,73.65,99,100,2.48
410,Jaciara,BR,2022-03-19 03:35:36,-15.9653,-54.9683,71.15,94,2,0.85
411,Namibe,AO,2022-03-19 03:35:36,-15.1961,12.1522,72.12,69,86,9.26
412,Marquette,US,2022-03-19 03:35:37,46.5333,-87.6335,29.82,92,100,5.5
413,Kirkuk,IQ,2022-03-19 03:35:38,35.4681,44.3922,46.85,37,64,5.7
414,Prince George,CA,2022-03-19 03:35:21,53.9166,-122.753,44.04,52,75,8.05
415,Manuk Mangkaw,PH,2022-03-19 03:35:39,4.8,119.85,83.71,72,98,5.08
416,Raudeberg,NO,2022-03-19 03:35:40,61.9875,5.1352,43.47,73,64,28.52
417,Savannah Bight,HN,2022-03-19 03:35:41,16.45,-85.85,80.92,83,0,27.02
418,San Angelo,US,2022-03-19 03:35:42,31.4638,-100.437,57.11,30,0,3.44
419,Te Anau,NZ,2022-03-19 03:35:42,-45.4167,167.7167,67.91,45,68,3.2
420,Winter Garden,US,2022-03-19 03:34:18,28.5653,-81.5862,76.95,78,37,7.0
421,Abu Samrah,SY,2022-03-19 03:35:44,35.3029,37.1841,39.29,90,99,7.65
422,Bardiyah,LY,2022-03-19 03:35:45,31.7561,25.0865,51.42,60,80,24.79
423,Boysun,UZ,2022-03-19 03:35:46,38.2061,67.1986,39.2,96,100,4.32
424,Vanavara,RU,2022-03-19 03:35:47,60.34,102.2797,17.01,86,100,11.25
425,Sabla,NG,2022-03-19 03:35:48,12.7525,4.7077,75.36,11,52,9.82
426,Ponta Delgada,PT,2022-03-19 03:35:48,37.7333,-25.6667,50.72,76,75,11.5
427,Buenos Aires,AR,2022-03-19 03:31:43,-34.6132,-58.3772,57.94,69,0,8.05
428,Esso,RU,2022-03-19 03:35:50,55.9333,158.7,22.95,86,100,6.29
429,Seddon,AU,2022-03-19 03:35:51,-37.8068,144.8916,89.67,52,40,13.8
430,Nioki,CD,2022-03-19 03:35:52,-2.7167,17.6833,70.81,96,99,2.48
431,Paka,MY,2022-03-19 03:35:52,4.6374,103.4368,87.73,70,20,4.61
432,Shelburne,CA,2022-03-19 03:35:25,44.0787,-80.2041,41.79,88,100,14.63
433,Nyanguge,TZ,2022-03-19 03:35:54,-2.55,33.2,67.71,91,31,9.57
434,Kigoma,TZ,2022-03-19 03:35:56,-4.8769,29.6267,70.2,86,41,4.16
435,Thongwa,MM,2022-03-19 03:35:56,16.7619,96.5278,84.36,30,30,6.29
436,Maldonado,UY,2022-03-19 03:32:26,-34.6667,-54.9167,58.39,69,87,12.08
437,Dillon,US,2022-03-19 03:33:35,34.4166,-79.3712,64.26,79,98,9.06
438,Bhanpuri,IN,2022-03-19 03:35:59,21.1,80.9167,90.12,19,24,4.18
439,Stornoway,GB,2022-03-19 03:36:00,58.2093,-6.3865,49.03,80,82,29.93
440,Beidao,CN,2022-03-19 03:36:01,34.5686,105.8933,52.47,53,100,6.49
441,Upata,VE,2022-03-19 03:36:01,8.0086,-62.3989,69.8,89,100,5.17
442,Gat,IL,2022-03-19 03:36:02,31.61,34.7642,54.39,100,33,6.76
443,Ulladulla,AU,2022-03-19 03:36:03,-35.35,150.4667,68.9,62,92,11.14
444,Vasterhaninge,SE,2022-03-19 03:36:04,59.1167,18.1,30.83,90,0,4.9
445,Mabaruma,GY,2022-03-19 03:36:05,8.2,-59.7833,70.77,99,73,2.24
446,Cape Coast,GH,2022-03-19 03:36:05,5.1053,-1.2466,80.1,88,88,10.45
447,Shiraz,IR,2022-03-19 03:36:06,29.6036,52.5388,40.44,36,0,0.0
448,Jasper,US,2022-03-19 03:36:07,37.2001,-94.3502,42.85,85,100,13.8
449,Wladyslawowo,PL,2022-03-19 03:36:08,54.7909,18.4009,39.0,91,5,7.76
450,Belmonte,BR,2022-03-19 03:36:09,-15.8631,-38.8828,75.63,86,26,3.62
451,Marsa Matruh,EG,2022-03-19 03:36:09,31.3525,27.2453,52.38,61,26,18.45
452,Cockburn Town,TC,2022-03-19 03:36:10,21.4612,-71.1419,78.06,81,0,22.68
453,Geraldton,AU,2022-03-19 03:36:11,-28.7667,114.6,90.01,33,100,18.41
454,Tilichiki,RU,2022-03-19 03:36:12,60.4667,166.1,17.92,89,99,2.66
455,Cartagena,CO,2022-03-19 03:34:43,10.3997,-75.5144,80.22,78,0,5.75
456,Urbano Santos,BR,2022-03-19 03:36:13,-3.2078,-43.4036,73.44,99,100,2.73
457,Kushima,JP,2022-03-19 03:36:14,31.4583,131.2333,60.94,67,30,12.73
458,Saint Anthony,US,2022-03-19 03:36:15,45.0205,-93.218,35.92,77,0,9.22
459,Canillo,AD,2022-03-19 03:36:16,42.5833,1.6667,29.84,79,69,2.66
460,Salinas,US,2022-03-19 03:35:25,36.6777,-121.6555,56.1,77,0,11.5
461,Mackenzie,CA,2022-03-19 03:35:21,55.2999,-123.1698,39.42,65,100,9.22
462,Avera,US,2022-03-19 03:36:18,33.194,-82.5271,60.31,92,94,13.51
463,Saint-Francois,FR,2022-03-19 03:36:19,46.4154,3.9054,42.67,80,0,0.0
464,Zaragoza,ES,2022-03-19 03:36:20,41.6561,-0.8773,49.86,78,75,1.14
465,Bosaso,SO,2022-03-19 03:36:21,11.2842,49.1816,76.71,62,0,1.63
466,Kyra,RU,2022-03-19 03:36:22,49.5776,111.9753,18.91,65,100,1.52
467,Colares,PT,2022-03-19 03:36:23,38.7992,-9.4469,56.75,63,2,5.99
468,Kindu,CD,2022-03-19 03:36:24,-2.95,25.95,64.65,95,14,2.15
469,Egvekinot,RU,2022-03-19 03:36:24,66.3167,-179.1667,-10.95,84,0,0.76
470,Lazi,UA,2022-03-19 03:36:25,48.0667,24.2333,22.44,70,36,4.03
471,Shangzhi,CN,2022-03-19 03:36:26,45.2167,127.9667,25.12,70,88,9.66
472,Taoudenni,ML,2022-03-19 03:36:26,22.6783,-3.9836,70.45,19,0,7.34
473,Maiduguri,NG,2022-03-19 03:36:27,11.8464,13.1603,68.81,21,100,7.31
474,Dhone,IN,2022-03-19 03:36:29,15.4167,77.8833,86.34,40,13,10.07
475,Marzuq,YE,2022-03-19 03:36:29,14.4,46.4667,65.12,34,37,1.99
476,Taltal,CL,2022-03-19 03:36:31,-25.4,-70.4833,67.59,78,16,3.2
477,Genhe,CN,2022-03-19 03:36:31,50.7833,121.5167,18.12,59,98,4.72
478,Jibuti,DJ,2022-03-19 03:36:32,11.5,42.5,69.75,72,66,7.02
479,Homer,US,2022-03-19 03:35:15,59.6425,-151.5483,36.77,76,100,8.99
480,Kieta,PG,2022-03-19 03:36:34,-6.2167,155.6333,85.5,62,23,4.5
481,Saint-Georges,GD,2022-03-19 03:36:35,12.0564,-61.7485,78.48,78,20,19.57
482,Yura,PE,2022-03-19 03:36:35,-16.2522,-71.6797,55.92,72,0,3.44
483,Marfino,RU,2022-03-19 03:36:36,55.7028,37.3822,31.95,57,0,0.0
484,Houma,US,2022-03-19 03:33:31,29.5958,-90.7195,69.8,85,2,1.99
485,Batagay-Alyta,RU,2022-03-19 03:36:38,67.8006,130.4114,-2.07,67,0,4.56
486,Varadero,CU,2022-03-19 03:36:39,23.1536,-81.2514,75.96,74,69,12.37
487,Cam Ranh,VN,2022-03-19 03:36:40,11.9214,109.1591,85.96,62,20,6.91
488,Podor,MR,2022-03-19 03:36:42,16.6527,-14.9587,73.35,40,0,2.3
489,Praia Da Vitoria,PT,2022-03-19 03:36:42,38.7333,-27.0667,50.25,87,40,28.05
490,Camacha,PT,2022-03-19 03:36:43,33.0833,-16.3333,56.62,63,75,5.75
491,Husavik,IS,2022-03-19 03:36:44,66.0449,-17.3389,28.87,82,100,7.43
492,Feira Grande,BR,2022-03-19 03:36:45,-9.8944,-36.6793,73.36,84,44,2.66
493,Papara,BR,2022-03-19 03:36:46,-3.9839,-38.7273,79.2,94,63,1.79
494,Kazerun,IR,2022-03-19 03:36:47,29.6195,51.6541,56.82,26,0,3.36
495,Srandakan,ID,2022-03-19 03:36:47,-7.9386,110.2506,85.17,70,100,6.8
496,Lewisporte,CA,2022-03-19 03:35:25,49.2499,-55.0482,31.71,92,98,9.91
497,Novyy Urgal,RU,2022-03-19 03:36:49,51.0736,132.5642,20.77,74,100,1.97
498,Mandali,IQ,2022-03-19 03:36:50,33.7499,45.5541,53.26,22,13,5.21
499,Khanpur,PK,2022-03-19 03:36:50,28.6453,70.6567,87.93,23,0,7.54
500,Archdale,US,2022-03-19 03:36:51,35.9146,-79.972,62.87,76,100,10.29
501,Pangody,RU,2022-03-19 03:36:52,65.85,74.4859,18.88,94,95,9.84
502,Belluno,IT,2022-03-19 03:36:53,46.145,12.2214,44.6,82,20,3.51
503,Brae,GB,2022-03-19 03:36:53,60.3964,-1.353,46.96,77,100,15.68
504,Bengkulu,ID,2022-03-19 03:36:54,-3.8004,102.2655,74.77,84,100,5.23
505,Farrukhnagar,IN,2022-03-19 03:36:55,17.0778,78.2011,78.51,32,19,11.86
506,Sisimiut,GL,2022-03-19 03:36:56,66.9395,-53.6735,-6.81,98,100,3.6
507,Bac Lieu,VN,2022-03-19 03:36:57,9.285,105.7244,88.99,54,90,8.5
508,Candido Mendes,BR,2022-03-19 03:36:57,-1.4467,-45.7167,73.15,97,94,1.25
509,Krizevci,HR,2022-03-19 03:36:58,46.0219,16.5425,24.39,69,6,2.35
510,De-Kastri,RU,2022-03-19 03:36:59,51.4667,140.7833,25.54,87,100,7.29
511,Farso,DK,2022-03-19 03:37:00,56.7728,9.3393,30.85,80,7,1.7
512,Fortaleza,BR,2022-03-19 03:34:00,-3.7227,-38.5247,80.73,89,40,5.75
513,Ulaangom,MN,2022-03-19 03:37:01,49.9811,92.0667,13.68,92,99,4.0
514,Birjand,IR,2022-03-19 03:37:02,32.8663,59.2211,37.87,25,0,4.61
515,Luderitz,NA,2022-03-19 03:37:03,-26.6481,15.1594,71.37,64,10,6.98
516,Darnah,LY,2022-03-19 03:37:04,32.767,22.6367,51.73,69,100,26.96
517,Nacala,MZ,2022-03-19 03:37:05,-14.5428,40.6728,75.63,94,100,4.7
518,Road Town,VG,2022-03-19 03:37:06,18.4167,-64.6167,75.99,78,1,20.94
519,Le Mars,US,2022-03-19 03:37:06,42.7942,-96.1656,37.56,86,0,3.44
520,San Policarpo,PH,2022-03-19 03:37:07,12.1791,125.5072,84.49,71,57,8.99
521,Gweta,BW,2022-03-19 03:37:08,-20.1833,25.2333,64.36,74,45,9.31
522,Maues,BR,2022-03-19 03:37:09,-3.3836,-57.7186,72.88,98,100,2.26
523,Fairbanks,US,2022-03-19 03:37:11,64.8378,-147.7164,24.6,53,40,5.75
524,Maniitsoq,GL,2022-03-19 03:37:12,65.4167,-52.9,-5.28,91,100,5.26
525,Hisor,TJ,2022-03-19 03:37:12,38.525,68.5512,40.75,93,100,2.37
526,Kirakira,SB,2022-03-19 03:37:13,-10.4544,161.9205,83.01,74,100,5.86
527,Berlevag,NO,2022-03-19 03:37:14,70.8578,29.0864,32.99,74,48,24.27
528,Oistins,BB,2022-03-19 03:37:15,13.0667,-59.5333,78.89,73,75,24.16
529,Davila,PH,2022-03-19 03:37:16,18.4726,120.5763,84.18,75,69,19.37
530,Sandakan,MY,2022-03-19 03:37:17,5.8402,118.1179,87.48,70,40,2.3
531,Conceicao Do Araguaia,BR,2022-03-19 03:37:18,-8.2578,-49.2647,73.42,93,100,1.23
532,Kikwit,CD,2022-03-19 03:37:19,-5.041,18.8162,68.86,97,82,2.39
533,Hovd,MN,2022-03-19 03:37:20,48.0056,91.6419,24.1,62,100,3.33
534,Poum,NC,2022-03-19 03:37:20,-20.2333,164.0167,81.18,76,99,12.48
535,Taungdwingyi,MM,2022-03-19 03:37:21,20.0167,95.55,95.07,25,15,7.07
536,Aojiang,CN,2022-03-19 03:37:22,22.9421,116.0359,78.35,59,32,7.14
537,Hastings,GB,2022-03-19 03:35:17,50.8552,0.5729,48.29,72,0,21.05
538,Kaabong,UG,2022-03-19 03:37:24,3.4836,34.1492,67.15,53,41,5.32
539,Sterling,US,2022-03-19 03:37:25,39.0062,-77.4286,64.69,77,40,14.97
540,Huarmey,PE,2022-03-19 03:37:26,-10.0681,-78.1522,71.24,82,8,7.9
541,Najran,SA,2022-03-19 03:35:54,17.4924,44.1277,57.85,27,6,0.45
542,Jiwani,PK,2022-03-19 03:37:27,25.05,61.7417,76.68,64,0,23.78
543,Nantucket,US,2022-03-19 03:34:09,41.2835,-70.0995,42.91,97,100,10.36
544,Bundaberg,AU,2022-03-19 03:33:06,-24.85,152.35,86.22,49,75,17.27
545,Madison,US,2022-03-19 03:33:32,34.7334,-86.5667,63.28,91,20,12.66
546,Fuxin,CN,2022-03-19 03:37:30,42.0156,121.6589,34.92,24,0,15.55
547,Inhambane,MZ,2022-03-19 03:37:31,-23.865,35.3833,73.81,65,75,8.3
548,Champerico,GT,2022-03-19 03:37:31,14.3,-91.9167,80.76,69,0,10.4
549,Nelson Bay,AU,2022-03-19 03:37:32,-32.7167,152.15,75.11,68,100,3.0
550,Krasnoselkup,RU,2022-03-19 03:37:34,65.7,82.4667,28.76,96,100,16.8
551,Santa Marta,CO,2022-03-19 03:37:34,11.2408,-74.199,83.89,65,14,17.0
552,Kampar,MY,2022-03-19 03:37:35,4.3,101.15,87.94,63,49,4.45
553,San Juan,AR,2022-03-19 03:37:36,-31.5375,-68.5364,66.36,30,10,3.94
554,Morehead,US,2022-03-19 03:32:48,37.2711,-87.1764,56.95,88,75,8.99
555,Port Pirie,AU,2022-03-19 03:37:37,-33.1833,138.0167,86.09,34,26,7.25
556,Vawkavysk,BY,2022-03-19 03:37:38,53.1561,24.4513,29.84,52,0,2.42
557,Swift Current,CA,2022-03-19 03:37:39,50.2834,-107.8014,36.41,75,20,3.44
558,Singaparna,ID,2022-03-19 03:37:40,-7.3515,108.111,85.33,60,88,4.34
559,Coracora,PE,2022-03-19 03:37:41,-15.0333,-73.7833,50.97,78,89,1.99
560,Lehigh Acres,US,2022-03-19 03:37:16,26.6254,-81.6248,76.98,86,0,3.44
561,Stromness,GB,2022-03-19 03:37:42,58.965,-3.296,44.56,77,81,14.85
562,Clonakilty,IE,2022-03-19 03:37:43,51.6231,-8.8706,47.41,86,0,23.62
563,Elliot,ZA,2022-03-19 03:37:43,-31.3333,27.85,57.42,61,98,4.52
564,Svetlaya,RU,2022-03-19 03:37:44,46.5389,138.3297,28.98,75,65,15.32
565,Altay,CN,2022-03-19 03:37:45,47.8667,88.1167,24.06,81,99,3.56
566,Ushtobe,KZ,2022-03-19 03:37:46,45.2514,77.9838,34.07,59,100,5.93
567,Sergeyevka,KZ,2022-03-19 03:37:47,53.88,67.4158,0.32,96,78,3.6
568,Vadodara,IN,2022-03-19 03:37:48,22.3,73.2,78.76,47,44,4.61
569,Ranong,TH,2022-03-19 03:37:49,9.9658,98.6348,87.73,65,100,1.97
570,Pingxiang,CN,2022-03-19 03:37:50,27.6167,113.85,75.43,61,0,2.15
571,Butembo,CD,2022-03-19 03:37:50,0.15,29.2833,58.12,74,2,3.71
572,Labrea,BR,2022-03-19 03:37:51,-7.2586,-64.7981,73.38,99,91,0.92
573,Nyahururu,KE,2022-03-19 03:37:52,0.0421,36.3673,55.36,76,93,4.38
574,Billings,US,2022-03-19 03:34:28,45.7833,-108.5007,47.97,41,40,4.61
575,Micheweni,TZ,2022-03-19 03:37:55,-4.9667,39.8333,79.25,80,31,4.16
576,Lima,PE,2022-03-19 03:37:56,-12.0432,-77.0282,64.38,23,75,6.91
